type,commenter,comment,source_index,date_time,ip
→,ORANGECHIA,打電話問清楚 有些銀行要提前預約才能辦理,38,01/27 11:07,
→,chris1281,手抄本幾乎都會用到，銀行複印完會歸還,38,01/27 11:42,
→,chris1281,由於處理繼承相當繁瑣，可以先預約節省等待時間…,38,01/27 11:43,
→,iueeng,會有手抄本是因為尚未電腦化之前的戶籍謄本，如果古早一,38,01/27 12:09,
→,iueeng,開始戶口沒報在同一戶 也一樣追不出來相關繼承人，有些銀,38,01/27 12:09,
→,iueeng,行只是怕手續太簡便，資料不足 怕有遺漏最後被遺漏繼承人,38,01/27 12:09,
→,iueeng,告（電腦化的戶籍謄本一樣有分好幾種規格，有詳細記事格,38,01/27 12:09,
→,iueeng,式或是只是最新狀態的格式-像是有些人離過婚，牽過戶籍,38,01/27 12:09,
→,iueeng,變更，簡易版 戶籍謄本看不得，詳細記事會有 何時結婚登,38,01/27 12:09,
→,iueeng,錄何時離婚 小孩跟誰一起出來，再婚又遷戶口，再婚後 新,38,01/27 12:09,
→,iueeng,戶口 詳細也看不到上一次婚姻細節，可能每次落戶的戶籍紀,38,01/27 12:09,
→,iueeng,錄都要調閱印出來 ）但相關繼承問題可以問 辦過戶的代書,38,01/27 12:09,
→,iueeng,或是相關律師,38,01/27 12:09,
推,liaoeddie,沒有手抄本，就是申請除戶全部啊,38,01/27 12:23,
→,howzming,最奇葩難搞的是郵局，銀行還好。,38,01/27 15:07,
推,searching87,早期戶口名簿的影本，去戶政申請。之前去辦除戶，戶,38,01/27 15:23,
→,searching87,政主動問我要不要一起申請，後面幫助很大,38,01/27 15:23,
→,searching87,繼承就除戶證明、每位繼承人印鑑證明、印鑑章、手抄,38,01/27 15:25,
→,searching87,本、遺產稅完稅(免稅)證明夾好一份，每間帶去辦就好,38,01/27 15:26,
→,searching87,股務單位亦同。銀行還需要被繼承人存摺與定存單正本,38,01/27 15:27,
→,searching87,漏寫一樣-每位繼承人的戶籍謄本。上面文件都要在除戶,38,01/27 15:29,
→,searching87,之後。若繼承人不能到就需要委託書，每間格式不同，,38,01/27 15:30,
→,searching87,要一間間去問,38,01/27 15:30,
→,searching87,還有繼承人若不只一位，需要繼承系統表與財產分配協,38,01/27 15:33,
→,searching87,議書，一樣每間銀行格式都不同,38,01/27 15:34,
→,kutkin,有手抄本就ok,38,01/27 16:55,
→,rachel1216,郵局才是不囉唆，也不需要繼承統計表跟分配書,38,01/27 17:41,
→,rachel1216,*繼承系統表,38,01/27 17:42,
→,coyoteY,"看存款金額吧,大多是3萬內就簡易繼承,不用這麼多文件",38,01/27 18:38,
推,mieshop,手抄本可線上申請一張就可以，很多家都用得到,38,01/27 19:05,
→,rufous,郵局還好，我遇到最麻煩的是某農會><,38,01/27 19:25,
推,pilipi,"郵局難搞+1,戶頭只剩1000多，還是一直刁難文件有缺漏（被",38,01/27 23:37,
→,pilipi,"繼承人是獨子且前一天已經去郵局問過所需文件）,最後放棄",38,01/27 23:37,
→,pilipi,銷戶,38,01/27 23:37,
→,howzming,郵局印鑑證明只承認三個月內的，其他申請的銀行、壽險,38,01/28 01:10,
→,howzming,沒有遇到這種規定，就只有它最厲害，所以只能等親人下,38,01/28 01:10,
→,howzming,次回國再辦理。,38,01/28 01:10,
→,coyoteY,"郵局1000元就是簡易繼承,只要繼承代表人檢具足資證明其",38,01/28 10:55,
→,coyoteY,"為繼承人之戶籍文件,繼承代表人親持身分證印章就可以結清",38,01/28 10:55,
→,pptra716072,手抄本是戶籍資料未電腦化前的資料，被繼承人跟繼承,38,01/28 11:05,
→,pptra716072,人的戶籍資料調出來足以顯示彼此符合民法繼承的關係,38,01/28 11:05,
→,pptra716072,即可，跟是不是手抄本是兩碼事，一般而言記事不省略,38,01/28 11:05,
→,pptra716072,就夠了，也不是歷次變更的資料都要調出來，簡言之，,38,01/28 11:05,
→,pptra716072,如果死亡的人是50年代死亡，那勢必只有手抄本，如果,38,01/28 11:05,
→,pptra716072,是現年20歲的人是繼承人，這個繼承人有哪來手抄本可,38,01/28 11:05,
→,pptra716072,調,38,01/28 11:05,
→,rachel1216,此時要調的是現戶含非現住人口的戶籍謄本須有詳細記,38,01/28 12:56,
→,rachel1216,事,38,01/28 12:56,
→,ianfang,"華南 台新 永豐 郵局的經驗 郵局必備手操本 除戶""全戶""",38,01/29 10:25,
→,ianfang,詳細記事 要求踩得很硬,38,01/29 10:26,
→,ianfang,而且還在我面前拿出白紙黑字 自己用鉛筆補上手抄本規定,38,01/29 10:26,
→,ianfang,跟我說一定要 沒看過現場加規定的 莫名其妙,38,01/29 10:27,
→,ianfang,其他華南 台新 永豐 都很簡單,38,01/29 10:27,
→,ianfang,明明規定上只有戶籍謄本 沒寫要手抄本,38,01/29 10:29,
→,ianfang,有郵局的話就辦好手抄本跟除戶全部 就這樣,38,01/29 10:30,
→,howzming,"郵局不要去小支辦,很多老人搞不懂狀況,直接去縣市總局.",38,01/29 14:13,
→,howzming,至少要大一點的支局.,38,01/29 14:13,
→,joestoman,"一銀也跟要手影本,問題是裡面只有3K,差點也不想除戶",38,01/29 15:18,
→,joestoman,最後就是因為是3K不是300K所以給過,38,01/29 15:19,
→,rachel1216,還蠻好笑的~郵局申請書背面就是寫含詳細記事的全戶戶,38,01/29 17:37,
→,rachel1216,籍謄本，那是他們怕一般民眾申請成現戶戶籍謄本才會好,38,01/29 17:37,
→,rachel1216,意跟你解釋那個也叫做手抄本~何來臨時加規定XD,38,01/29 17:37,
→,rachel1216,人家就是要是要依照民法確定有幾個繼承人~沒什麼硬不,38,01/29 17:38,
→,rachel1216,硬的,38,01/29 17:38,
推,huichuan3553,除戶時戶政直接申辦了手抄本、除戶戶籍謄本、現戶,38,01/30 18:58,
→,huichuan3553,的戶籍謄本，再辦理全繼承人的印鑑證明，之後跑銀,38,01/30 18:58,
→,huichuan3553,行 郵局 農會 證卷都沒問題,38,01/30 18:58,
推,BabyWolf,不一樣啊 5指的是基本牌告每半年給一次 包含10萬內跟10,39,01/28 02:46,
→,BabyWolf,萬以上 6指的是加碼部分 只算10萬內 每月給一次,39,01/28 02:47,
→,BabyWolf,"雖都有""超""字樣 但5指的是超過10萬 6指的是超過牌告%數",39,01/28 02:48,
→,Kazamatsuri,"原來是這樣 中文真奧妙 ^^""",39,01/28 02:51,
推,TZUYIC,熟悉的彰銀最對味，大家太久沒存彰銀，都要忘了彰銀的規則,39,01/28 08:48,
→,AIRPOKE001,去年就是這樣分開給利息，有些櫃檯行員也不知道！想出,39,01/28 09:47,
→,AIRPOKE001,今年這個企劃的人很厲害，騙想存高利的人，趕走怕麻,39,01/28 09:47,
→,AIRPOKE001,煩的人，最後踢開原來的數位存款戶！0.8%,39,01/28 09:47,
推,YIHE,桂圓據說壓力山大，年需45戶，都找薪轉戶包裹偷渡，找同業,39,01/28 09:49,
→,YIHE,互助，不具競爭力很難推。,39,01/28 09:49,
噓,johnny1976,2月開通3/1開始計息只剩1個月優息,39,01/28 10:06,
推,johnny1976,更正 看錯優息計算期間了,39,01/28 10:08,
推,concertotc,所以是限定3個月的優惠利率就是了（？）,39,01/28 12:57,
→,concertotc,2個月---更正,39,01/28 12:57,
推,p1234891,讚 抽一天時間來去銷戶,39,01/28 15:11,
→,p1234891,人家國泰沒了跨轉還有其他優勢的用途 像是全額到匯 $8,39,01/28 15:11,
→,p1234891,00 等,39,01/28 15:11,
→,p1234891,啊你彰銀信用卡不如人 數存利率不如人 其他方面也看不,39,01/28 15:11,
→,p1234891,到有什麼特別的優勢 那要留著你幹嘛？,39,01/28 15:11,
推,abccbaandy,壓力大就給優惠阿，看當年華南直接開戶申請爆量狂加班,39,01/28 15:13,
推,rtwodtwo,20提20轉 還是很香啦,39,01/28 15:51,
推,cooji74115,當年房貸就被櫃員洗過一次e財寶了...,39,01/28 15:52,
→,cooji74115,辦完才說 阿抱歉 e財寶不能當房貸戶哦 呵呵,39,01/28 15:52,
→,cooji74115,還叫我3個月內不要銷戶 我當然是馬上衝去銷戶了,39,01/28 15:53,
→,cooji74115,公家的銀行還要用這種方式騙開戶真的笑死,39,01/28 15:54,
推,p1234891,沒啦 我不是要銷戶重開啦 XD,39,01/28 18:29,
→,p1234891,我是可以更放心的去銷戶了,39,01/28 18:29,
→,p1234891,不知道是不是之前台新入股的原因,39,01/28 18:29,
→,p1234891,彰銀有了台新的 DNA 之後,39,01/28 18:29,
→,p1234891,開始學台新一樣 只照顧新戶 拋棄舊戶,39,01/28 18:29,
推,tndh,最近先不去熟悉的分行 免得被推XD,39,01/28 20:57,
推,ryanlei,新戶還不錯啊 1月剛開完戶就賽到後2個月3%利息,39,01/28 21:03,
→,ex250203,太早 6/1再開,39,01/28 22:58,
→,lionel20002,my樂卡還不錯吧 想開戶放2萬當祭品結果還不給我開 呵,39,01/29 11:23,
→,pippen2002,10萬?? 以為我們是窮鬼嗎?? 炒股都不只百萬,39,01/31 23:16,
→,bfl821002,現在只有千元可能是新鈔 百元五百要等到2月初,40,01/29 08:47,
→,tndh,公司戶早就換好了  散戶這週再去排吧,40,01/29 08:53,
推,oresta,以前出納會幫忙，現在換人後，拒絕幫忙。所以是2/1才去排,40,01/29 09:05,
→,oresta,嗎？,40,01/29 09:05,
推,milkteagd,台北的台銀從去年開始領出來都新鈔說,40,01/29 10:42,
推,stangy,有收到+1，不知是什麼款項！,41,01/29 08:40,
推,BabyWolf,我也收到了,41,01/29 08:44,
推,lin1985,我猜是綁定手機號碼活動？,41,01/29 08:45,
→,BabyWolf,#1aqmasBx 找到了 我有參加這個活動,41,01/29 08:45,
→,LaLFGF,原來如此 感謝4F!,41,01/29 08:47,
推,iamhsg,收到+1,41,01/29 09:04,
推,snoopybox,收到，感謝提醒,41,01/29 09:19,
推,rtwodtwo,手機轉帳活動啦,41,01/29 09:28,
推,willieliu,小精靈搬錢包不小心掉出來的,41,01/29 09:31,
→,linyin,收到+1,41,01/29 09:38,
推,chillybreeze,+1,41,01/29 09:39,
推,Amon5566,收到+1,41,01/29 09:54,
推,repast,我很緊張的打給客服，客服說是之前設定手機轉帳的活動回,41,01/29 09:54,
→,repast,饋啦，緊張了一下怕是來路不明的錢匯進來,41,01/29 09:54,
推,s1011282,我也收到了,41,01/29 10:10,
推,ianfang,+1 剛還想打給客服 原來不是只有我,41,01/29 10:23,
推,ljjsay,+1,41,01/29 10:31,
推,jvc50,有收到，有問過客服，他說是綁手機門號活動,41,01/29 10:48,
推,runrunkaka,可惡 之前沒有設定到，等下一波了,41,01/29 11:52,
推,ptttwice,我也有收到小精靈送的20,41,01/29 12:47,
→,gwendeck,收到 已轉走 免得被收回,41,01/29 12:50,
→,EQ000,兆豐綁定line的贈獎也發了，不過是空包彈,41,01/29 12:53,
推,gcd68388,收到+1,41,01/29 12:54,
推,iamhsg,兆豐沒序號+1,41,01/29 13:02,
→,abccbaandy,沒序號真的搞笑，不愧是銀行工程師XD,41,01/29 13:16,
推,tocosteven,收到+1,41,01/29 14:17,
推,xoshinexo,收到+1 也不知道為什麼,41,01/29 14:18,
推,temu2015,華南10月開戶也有欸！ 兆豐20LP也有收到！,41,01/29 15:39,
推,ftank183,+1 完全忘記參加什麼活動XD,41,01/29 16:05,
→,Oggy,兆豐line 發兩次 第一次沒序號 第二次有序 拿到20點,41,01/29 18:35,
推,repast,兆豐同樓上,41,01/29 18:51,
推,tw88,SnY 20+1,41,01/29 19:19,
推,pippen2002,我是剛剛簡訊通知永豐ATM提款十萬？怎麼可能？,41,01/30 09:02,
推,dowbane,原來是這個阿 感謝上面大大,41,01/30 14:38,
推,starwillow,+1，都忘了參加什麼活動,41,01/30 15:43,
推,kmfan1978,今日詢問過華南了 這個款項是參與華南銀行「SnY綁定手,41,01/30 18:00,
→,kmfan1978,機門號大放送行銷活動」回饋金 若為符合活動資格人員，,41,01/30 18:00,
→,kmfan1978,華南銀行會於113年1月29日回饋20元至客戶數位帳戶並於,41,01/30 18:00,
→,kmfan1978,存款人代號顯示「手機門轉」,41,01/30 18:00,
推,amalia82453,沒參加到 哭,41,01/30 22:32,
推,ghytrfvbnmju,之前問過，除非你能給出申請時沒給的財力證明，不然,42,01/29 11:34,
→,ghytrfvbnmju,專員的說法是他們第一次就給到能給的最好條件了,42,01/29 11:34,
推,jakai,個人經驗，去年初申請的專案利率的沒得談，但是利率真的低,42,01/29 11:34,
推,d28802475,樂天超難 將來銀行第一次就給得比樂天第二次低@@,42,01/29 14:51,
→,slchao,"我是將來利率偏高沒簽約, 客服打來降但還是偏高",42,01/29 16:10,
→,slchao,"樂天是綁2年, 直接給廣告利率",42,01/29 16:11,
推,pk0943,樂天算低了，沒談的空間。,42,01/29 20:01,
推,qxxrbull,樂天應該核過給出來就是他們的底線了,42,01/29 23:36,
→,qxxrbull,但條件是真不差 其他傳統銀行加上開辦費給的利率還更高,42,01/29 23:37,
→,qxxrbull,我曾經綁約過想轉貸 但其他家是vip也說沒辦法給到這麼好,42,01/29 23:38,
推,jc761128,去年5月樂天給2.01% 沒什麼好挑了 某行銷很積極的民營,42,01/31 15:51,
→,jc761128,報價只說前三期1.68% XDD 後面都不敢講利率 只敢說月付,42,01/31 15:51,
推,jakai,月複利計息耶~~算優的吧~,43,01/29 11:38,
→,abccbaandy,似乎是目前最高的定存？ 可惜沒自然人，PASS,43,01/29 11:40,
→,operatorm,新歡縮的妙,43,01/29 11:48,
推,runrunkaka,二樓的眼睛肯定需要點眼藥水，等發年終再來存，王道,43,01/29 11:51,
→,runrunkaka,我大哥,43,01/29 11:51,
推,TZUYIC,2%半年，1.8%一年。,43,01/29 11:55,
→,TZUYIC,雖然利率少了一點，但可以存的時間變長了，還比HSBC 1.68%,43,01/29 11:56,
→,TZUYIC,高很多。,43,01/29 11:56,
→,TZUYIC,等2%到期、1.8%還有額度的話，再繼續轉存1.8%。,43,01/29 11:57,
→,sin70,單筆10000利息181，單筆10001利息182，多存1元利息多1元 XD,43,01/29 12:06,
推,ivanami,推精算師,43,01/29 12:11,
→,corlachang,一百萬拆分一百筆利息多兩百，幸福餐盒三個找二十，讚,43,01/29 12:16,
→,corlachang,王道的AS400伺服器撐得住吧,43,01/29 12:18,
→,kalmia,可惜存好的2%到期這活動就截止了(但也許又撐不到一個月就,43,01/29 12:29,
→,kalmia,滿額?),43,01/29 12:29,
推,YIHE,土銀兆豐活存可以進去躲降息吧,43,01/29 13:05,
推,abccbaandy,點啥眼藥水，目前哪家比他高？,43,01/29 13:16,
推,shing2102,這個好像沒限筆數？也沒寫總額度上限？,43,01/29 13:16,
推,TZUYIC,看得到活動入口就是能存，看不到就是已經結束。,43,01/29 13:21,
→,SHENG2014,2樓是怎麼看的？明明就限自然人,43,01/29 14:56,
推,abccbaandy,我說的是自然人憑證...,43,01/29 14:57,
推,tony15899,沒憑證只是不能線上升級帳戶,43,01/29 15:43,
推,Ekris,等2月2號樂天2.2%存剩的再來存,43,01/29 16:53,
推,id4,沒自然人憑證也可以存啊,43,01/29 17:52,
推,YIHE,我是用自然人線上開戶的，臨櫃開啓大額時感覺又跑一回開戶,43,01/29 17:56,
→,YIHE,流程，拍照也留印，這叫落地嗎？,43,01/29 17:56,
推,abccbaandy,存當然OK，但到時轉出來會有問題吧，3類綁手綁腳的,43,01/29 20:51,
→,invidia,可惜新竹沒分行辦臨櫃約轉 不然會較有意願開戶存這個,43,01/30 00:47,
推,jeff888chang,https://i.imgur.com/cfYD8pZ.jpeg 謝謝分享，已存,43,01/30 00:53,
→,jeff888chang,50筆。單筆存10001，利息是183，王道app自動算的。,43,01/30 00:53,
推,jeff888chang,我錯了。10183-10001=182，利息182無誤。,43,01/30 00:56,
推,YIHE,新竹有分行 官網拉到最下面 有服務據點,43,01/30 01:00,
推,YIHE,分行裝潢不錯 桂圓態度好但和一般銀行專業程度還是有落差,43,01/30 01:19,
→,YIHE,APP登入當了個把月 前幾天正常了,43,01/30 01:19,
推,aiueokaki,王道的vip不知道有什麼優惠 一直這樣存ptt應該很多王道,43,01/30 02:18,
→,aiueokaki,vip了,43,01/30 02:18,
推,Miyanishi25,王道我大哥! 等6月2%到期繼續存~~~~~~~,43,01/30 07:04,
→,operatorm,王道我大哥! 等5月2%到期繼續存~~~~~~~,43,01/30 07:15,
→,operatorm,"老王道vip,30提/30轉/10存,當時$_$到,不用加買理財商品",43,01/30 07:17,
推,newang,請問現在王道存300也沒有vip嗎?放一陣子都沒消息,43,01/30 09:31,
推,Ekris,放300萬2個月了也沒升,43,01/30 11:17,
推,id4,要打電話給客服,43,01/30 12:19,
推,DFIGHT,我看不懂啦( ￣ 皿 ￣ ) 12個月 還是到6/28而已啦？？？,43,01/30 12:49,
→,DFIGHT,！！？,43,01/30 12:49,
→,operatorm,"我是滿2年王道老VIP,日子過的特別快",43,01/30 12:50,
→,DFIGHT,29f你遮了本金沒遮利息不用就算一下本金就出來了==,43,01/30 12:50,
推,shing2102,以之前滿額即刻停止方案的經驗 是否能撐到5月2%到期續,43,01/30 12:52,
→,shing2102,存1.8% 實在不敢奢望,43,01/30 12:52,
推,shing2102,之前看過T大分享 王道做多筆小額定存 app變很慢 肉身,43,01/30 13:03,
→,shing2102,測試有同感 後來的定存就放棄小額。但是剛剛進app好像,43,01/30 13:04,
→,shing2102,速度正常了，是王道新版本優化了嗎？,43,01/30 13:04,
推,jeff888chang,1月上旬有電洽客服問VIP事宜，客服說請理專回電。,43,01/30 13:19,
→,jeff888chang,南京復興分行理,43,01/30 13:19,
→,jeff888chang,專回電說，到分行可以解釋比較清楚。人去了分行，,43,01/30 13:19,
→,jeff888chang,被要求再加買基,43,01/30 13:19,
→,jeff888chang,金，保險或投資約台幣300萬商品，才能有VIP資格，,43,01/30 13:19,
→,jeff888chang,我選擇放棄。以,43,01/30 13:19,
→,jeff888chang,上是個人經驗。,43,01/30 13:19,
推,projian,請問王道VIP資格除了3000000存款外還需要購買什麼理財產,43,01/30 13:26,
→,projian,品嗎？,43,01/30 13:26,
→,operatorm,#1ZEJvGrP (Bank_Service) 王道VIP請打總行才免買理財,43,01/30 13:51,
→,operatorm,"商品,分行似乎得買理財商品。有疑義找總行升等",43,01/30 13:51,
→,operatorm,52樓你應該在打0800跟總行反映分行要你買理財是正確的,43,01/30 13:58,
→,operatorm,"嗎,去年仍是不用買的",43,01/30 13:58,
→,operatorm,/再,43,01/30 13:59,
→,operatorm,"我升等是滿300萬,理專就幫升,隔幾日就看到30轉/30提/10",43,01/30 14:01,
→,operatorm,"存優惠啦。2年前的事,有點忘了",43,01/30 14:01,
→,sin70,其實王道這個適合無腦開單筆大額的，要拆的話不如去存陽信,43,01/30 16:27,
推,wnko,https://i.imgur.com/z9ItjRW.jpg 試算結果跟29樓的不一樣,43,01/30 20:06,
